theta1	omega1	alpha1	theta2	omega2	alpha2
4.396380577378084631e+00	-2.083895210513427187e+00	-1.238740462724040370e+00	9.568646110576310981e-01	-4.472241822082720475e+00	1.297013283792298566e+01
1.525932532563639477e+00	-1.835316925770215768e+00	1.316549960853707901e+01	-5.562869918658520874e+00	-6.618526714056359062e+00	1.489493184898888600e+00
1.398899373359565601e+00	-2.524415107104081013e+00	2.895255003911981539e+00	-2.400784745335312387e+00	-4.609343063171242427e+00	-1.748922929762364475e+01
2.642073108540423654e+00	-3.526784263731527869e+00	4.349175978091610162e+00	4.009753928554569136e-01	-6.215809204862721593e+00	2.017555647960412202e+01
6.003369733777770278e-01	-1.966327438563603147e+00	1.059137239779082584e+00	1.234199668673618966e-01	-4.758846546889133222e+00	2.549081400838121958e+00
2.143928373926666797e+00	-2.766571052109640494e+00	-2.341979672890074582e+00	-7.694343191594908760e+00	-4.438550246127918264e+00	1.487976655479184274e+01
2.935313386087011089e+00	-2.750270931577134093e+00	1.029883651657000776e+01	8.988305350115217696e-01	-4.258609335999304690e+00	3.493757343092224410e+00
2.342752640938819741e+00	-2.925709622634037999e+00	-1.158202439767892145e+01	-1.412652396660076581e+00	-3.399018666586343773e+00	1.483588859073797295e+01
2.885488585438836573e+00	-2.962747020014398380e+00	6.396079585264371481e+00	-2.272326880979749220e+00	-8.072862908896599521e+00	8.443768059191279818e+00
2.770798468954978500e+00	-2.971627146890643001e+00	2.876453675425927337e+00	1.760433855570087136e+00	-8.260404215824840080e+00	3.461746235842083408e+00
1.647648729748686147e+00	-2.679618483364083481e+00	4.888952248798627664e+00	-3.922188080664535725e+00	-6.119292112818612850e+00	2.492818321379338187e+01
1.744439604443698277e+00	-3.113304134930734879e+00	9.728148989358846421e+00	-2.983000383540141964e-01	-4.789483922289283768e+00	1.057210799158704440e+01
5.759353073373745246e-01	-2.583231398301193860e+00	4.740995143808169665e+00	-5.324802045373367321e+00	-8.415045500672919232e+00	7.456947520205373436e+00
1.426350399006161673e+00	-1.345521964052382335e+00	6.952897061360734376e+00	-4.180899397160666275e+00	-4.941909329869979217e+00	1.852126037464086217e+00
3.169558421490677347e+00	-2.501385616056711836e+00	1.036093994953838404e+01	-1.824464676174952782e+00	-4.457135294858173502e+00	1.054053291414804505e+01
6.664094318421889263e-01	-3.214804986586796254e+00	-4.021739973919142841e+00	-2.332607817900939295e+00	-6.473306636439993156e+00	2.398074705911854920e+01
2.060773553590378615e+00	-2.432131354434801551e+00	5.150093878722072915e-01	-3.307678429703271306e+00	-8.851232870139517317e+00	1.462073704009703334e+01
1.796792557049944561e+00	-2.872688447541623891e+00	4.593239150074170496e+00	-2.363305707693069913e+00	-4.813113887298179350e+00	7.193771605354005949e+00
2.268143710019173920e+00	-2.782011110874630155e+00	-6.133089121232732310e+00	-3.031225083578743540e-01	-6.188289008078176501e+00	6.267472721198241281e+00
1.263558494362624351e+00	-2.320380405894831632e+00	-7.928966705226665468e-01	-4.270446855267737263e+00	-7.488119829956763951e+00	7.284715882233790296e+00
1.299211422468377286e+00	-1.151239913104421309e+00	4.388551561635050113e+00	4.309446019603342393e-01	-7.364132632382281329e+00	2.658303376190972855e+01
1.977292887849909198e+00	-1.250898566977684645e+00	3.798431201300981108e+00	4.058711034579079779e+00	-3.389617649748743133e+00	-7.529470793645671733e-01
1.440546845384392594e+00	-3.524836872987719527e+00	7.665773887340665560e+00	-3.505011431349804418e+00	-3.293924318510467852e+00	-7.404581594323335736e+00
1.617560998936902417e+00	-2.725970997458916134e+00	-1.934641631604437251e+00	-2.544976110124488322e+00	-6.927665111434517797e+00	1.352128416938345090e+01
3.362680165391528142e+00	-1.338269988088821583e+00	-1.320284212616034480e+01	-4.279332523563967428e+00	-4.567859091552881168e+00	3.657902140031916360e+01
4.004429318764893608e+00	-2.022466545264451465e+00	4.809972511454266630e+00	-3.698097262435970034e+00	-2.931293898395275654e+00	2.019978367159943744e+01
3.388328585830394868e+00	-1.869573955980334823e+00	-9.633440974294416037e-02	-3.764264495089824969e+00	-4.811358800726380558e+00	1.537970867698141042e+01
2.464212353230498032e+00	-2.693290856069257888e+00	4.538258248037355003e+00	-1.375472723085858551e+00	-7.225225806514531612e+00	8.340277767477683568e+00
2.301115033486464068e+00	-3.222621685568876515e+00	-2.394626248232817112e+00	8.947517138861531549e-01	-4.675880461192800652e+00	-1.019428728561402231e+01
2.041710856096058180e+00	-2.048859395949225171e+00	9.357901964812398887e+00	-3.472756192312537848e+00	-4.650357720316775634e+00	5.908618093297779872e+00
1.744831173498444077e+00	-1.987847267768303450e+00	3.015395499916740274e+00	-4.258755876978931099e+00	-6.406699606647295653e+00	1.154402747034243326e+01
1.419578735461969554e+00	-8.052890022840286655e-01	2.788076563234549887e+00	-5.088581513212756313e+00	-6.300483891392893554e+00	6.436149454202358733e+00
